log-MulLoop_Mutant5-2025_09_07_22_21_58.txt,0
log-SubLoop_Mutant1-2025_09_07_21_43_48.txt,1
log-AddLoopFor_Original-2025_09_07_22_05_15.txt,1
log-SubLoop_Original-2025_09_07_22_29_09.txt,1
log-SubLoop_Mutant2-2025_09_07_22_14_24.txt,1
log-AddLoop_Mutant4-2025_09_07_22_07_41.txt,1
log-Return100Nested_Mutant1-2025_09_07_22_09_05.txt,1
log-AddLoop_Original-2025_09_07_22_26_40.txt,1
log-Return100Nested_Mutant5-2025_09_07_21_45_27.txt,1
log-AddLoop_Mutant3-2025_09_07_21_51_47.txt,1
log-DigitRoot_Original-2025_09_07_21_52_54.txt,0
log-AddLoopFor_Mutant3-2025_09_07_21_49_28.txt,1
log-AddLoopFor_Mutant2-2025_09_07_22_26_47.txt,1
log-AddLoopFor_Mutant4-2025_09_07_21_53_17.txt,1
log-MulLoop_Mutant4-2025_09_07_22_09_42.txt,1
log-MulLoop_Original-2025_09_07_21_50_40.txt,1
log-Return100Nested_Mutant2-2025_09_07_22_13_47.txt,1
log-SubLoop_Mutant5-2025_09_07_22_19_43.txt,1
log-MulLoop_Mutant2-2025_09_07_21_46_23.txt,1
log-MulLoop_Mutant3-2025_09_07_22_12_59.txt,1
log-AddLoop_Mutant5-2025_09_07_22_20_44.txt,1
log-Return100Nested_Mutant3-2025_09_07_22_11_00.txt,1
log-AddLoop_Mutant1-2025_09_07_22_15_36.txt,1
log-Return100Nested_Mutant4-2025_09_07_21_57_08.txt,1
log-MulLoop_Mutant1-2025_09_07_22_30_31.txt,1
log-Return100Nested_Original-2025_09_07_21_43_11.txt,1
log-AddLoop_Mutant2-2025_09_07_22_18_26.txt,1
